sku,store,saledate,stype,total_quantity,total_amount,total_profit
502106,4202,"2005-01-14 00:00:00",P,1,24.500,9.80
502106,4309,"2005-08-12 00:00:00",P,1,24.500,9.80
502106,7507,"2004-10-10 00:00:00",P,1,24.500,9.80
502106,7907,"2004-09-28 00:00:00",P,1,24.500,9.80
502106,7907,"2005-07-27 00:00:00",P,1,24.500,9.80
502106,9103,"2005-02-25 00:00:00",P,1,24.500,9.80
502106,9304,"2004-12-16 00:00:00",P,1,24.500,9.80
502631,8004,"2005-03-10 00:00:00",P,1,8.130,-4.87
502768,3003,"2005-08-18 00:00:00",P,1,11.250,-6.75
502768,9503,"2005-06-20 00:00:00",P,1,11.250,-6.75
502770,3407,"2004-10-01 00:00:00",P,1,5.620,-12.38
503146,107,"2004-11-02 00:00:00",P,1,15.000,9.60
503146,1104,"2005-03-23 00:00:00",P,1,15.000,9.60
503146,2707,"2005-03-12 00:00:00",P,1,15.000,9.60
503146,3507,"2005-03-19 00:00:00",P,1,15.000,9.60
503146,3704,"2005-03-31 00:00:00",P,1,15.000,9.60
503146,3802,"2005-04-21 00:00:00",P,1,15.000,9.60
503146,4207,"2004-12-03 00:00:00",P,1,15.000,9.60
503146,5102,"2005-08-04 00:00:00",P,1,15.000,9.60
503198,3704,"2005-02-05 00:00:00",P,1,38.000,20.50
503198,5404,"2004-10-16 00:00:00",P,1,38.000,20.50
503198,6302,"2004-12-05 00:00:00",P,1,25.460,7.96
503557,609,"2005-02-02 00:00:00",P,1,37.500,0.00
503653,802,"2005-02-01 00:00:00",P,1,33.500,8.51
503653,3802,"2004-12-18 00:00:00",P,1,33.500,8.51
503653,8302,"2005-01-07 00:00:00",P,1,33.500,8.51
503723,3102,"2005-04-29 00:00:00",P,1,18.760,1.26
503723,3607,"2004-11-04 00:00:00",P,1,20.000,2.50
503723,3909,"2005-06-11 00:00:00",P,1,20.000,2.50
503723,7407,"2005-01-26 00:00:00",P,1,18.760,1.26
503723,8309,"2005-05-27 00:00:00",P,1,10.000,-7.50
503723,8803,"2004-08-24 00:00:00",P,1,40.000,22.50
503725,4503,"2005-02-11 00:00:00",P,1,1.990,-12.41
503746,3809,"2005-02-24 00:00:00",P,1,16.250,-13.50
503746,3909,"2005-01-05 00:00:00",P,1,49.990,20.24
503850,5202,"2005-01-07 00:00:00",P,1,40.000,25.00
503852,6503,"2005-08-18 00:00:00",P,1,39.000,21.00
503890,5203,"2005-02-10 00:00:00",P,1,19.750,3.00
503920,203,"2004-09-16 00:00:00",P,1,1.500,-0.60
503920,7704,"2004-09-01 00:00:00",P,1,1.500,-0.60
504059,7404,"2005-02-22 00:00:00",P,1,8.570,-10.70
504214,8602,"2005-03-31 00:00:00",P,1,7.200,-14.88
504287,704,"2005-07-22 00:00:00",P,1,33.750,13.75
504287,2309,"2005-07-20 00:00:00",P,1,22.500,2.50
504425,3304,"2004-12-28 00:00:00",P,1,35.000,27.50
504425,4109,"2004-12-05 00:00:00",P,1,35.000,27.50
504425,6304,"2004-09-10 00:00:00",P,1,35.000,27.50
504425,6804,"2005-01-13 00:00:00",P,1,35.000,27.50
504444,3102,"2004-10-16 00:00:00",P,1,42.880,19.63
504444,3402,"2004-12-20 00:00:00",P,1,51.200,27.95
504444,6002,"2004-11-26 00:00:00",P,1,64.000,40.75
504444,6202,"2004-11-13 00:00:00",P,1,64.000,40.75
504444,8902,"2004-10-01 00:00:00",P,1,64.000,40.75
504564,409,"2005-02-19 00:00:00",P,1,34.750,7.75
504564,4004,"2005-03-24 00:00:00",P,1,49.990,22.99
504564,5203,"2005-02-25 00:00:00",P,1,17.370,-9.63
504564,6302,"2005-01-29 00:00:00",P,1,34.990,7.99
504564,9402,"2005-02-20 00:00:00",P,1,34.750,7.75
504591,7707,"2004-11-01 00:00:00",P,1,40.000,24.00
504591,9304,"2004-10-11 00:00:00",P,1,38.000,22.80
504661,409,"2005-04-30 00:00:00",P,1,159.200,59.53
504712,1709,"2005-04-09 00:00:00",P,1,8.400,-20.10
504795,1302,"2005-07-03 00:00:00",P,1,34.000,22.50
504795,4903,"2005-07-03 00:00:00",P,1,29.000,17.50
504810,9202,"2005-02-22 00:00:00",P,1,18.000,-5.71
504862,2602,"2005-03-31 00:00:00",P,1,7.500,-12.52
504862,5504,"2005-03-24 00:00:00",P,1,12.500,-7.52
506045,7103,"2005-07-24 00:00:00",P,1,14.990,-7.76
506045,7503,"2004-10-01 00:00:00",P,1,14.990,-7.76
506080,8402,"2005-02-06 00:00:00",P,1,12.000,-9.00
506093,1602,"2005-02-10 00:00:00",P,1,22.000,4.10
506218,5404,"2005-03-02 00:00:00",P,1,17.130,-15.12
506297,2907,"2005-02-23 00:00:00",P,1,1.250,-0.53
506297,5503,"2005-02-23 00:00:00",P,1,1.250,-0.53
506297,5904,"2005-03-01 00:00:00",P,1,1.250,-0.53
506297,7307,"2005-02-25 00:00:00",P,1,1.250,-0.53
506309,5303,"2004-08-21 00:00:00",P,1,18.700,-1.30
506377,4303,"2005-03-11 00:00:00",P,1,12.500,-10.06
506412,504,"2005-02-15 00:00:00",P,1,69.000,37.50
506412,4302,"2005-02-23 00:00:00",P,1,20.700,-10.80
506429,709,"2005-04-07 00:00:00",P,1,1.200,-2.16
506482,7104,"2005-03-11 00:00:00",P,1,7.250,-2.75
506516,5602,"2005-03-18 00:00:00",P,1,9.990,-15.01
506516,8002,"2005-02-22 00:00:00",P,1,14.990,-10.01
506576,5402,"2005-02-12 00:00:00",P,1,17.500,-8.25
506576,5804,"2005-02-22 00:00:00",P,1,24.500,-1.25
506576,5804,"2005-03-11 00:00:00",P,1,12.990,-12.76
506598,304,"2005-05-02 00:00:00",P,1,60.000,31.50
506598,2303,"2005-07-03 00:00:00",P,1,60.000,31.50
506598,2504,"2004-09-16 00:00:00",P,1,60.000,31.50
506598,4703,"2004-10-03 00:00:00",P,1,60.000,31.50
506622,8109,"2005-02-06 00:00:00",P,1,11.000,-8.00
506622,9709,"2005-02-25 00:00:00",P,1,11.000,-8.00
506658,3409,"2005-02-04 00:00:00",P,1,12.000,2.50
506658,3909,"2005-02-04 00:00:00",P,1,12.000,2.50
506675,4507,"2005-02-22 00:00:00",P,1,9.750,-5.25
506695,5503,"2005-02-11 00:00:00",P,1,6.750,1.75
506695,6102,"2005-01-22 00:00:00",P,1,9.000,4.00
506756,2603,"2005-02-22 00:00:00",P,1,2.500,-4.00
506778,5503,"2005-02-09 00:00:00",P,1,8.250,-9.32
506812,1203,"2005-01-23 00:00:00",P,1,78.000,42.00
506812,4409,"2005-04-15 00:00:00",P,1,58.500,22.50
506812,8403,"2005-02-11 00:00:00",P,1,78.000,42.00
506814,3307,"2004-12-18 00:00:00",P,1,45.000,25.91
506818,2007,"2004-12-08 00:00:00",P,1,28.000,19.60
506818,3607,"2005-01-29 00:00:00",P,1,28.000,20.65
506818,5104,"2005-07-01 00:00:00",P,1,1.990,-8.51
506863,4109,"2004-09-17 00:00:00",P,1,29.000,17.50
506967,8403,"2005-02-22 00:00:00",P,1,24.990,-45.01
506975,4504,"2004-09-15 00:00:00",P,1,6.000,3.59
506975,8404,"2005-03-03 00:00:00",P,1,3.000,0.59
507024,1109,"2005-04-06 00:00:00",P,1,34.500,15.66
507024,2603,"2005-05-06 00:00:00",P,1,24.990,6.15
507034,709,"2005-03-18 00:00:00",P,1,30.000,18.40
507034,4302,"2005-02-21 00:00:00",P,1,30.000,18.40
507034,8802,"2005-08-25 00:00:00",P,1,10.500,-1.10
507071,3209,"2005-02-24 00:00:00",P,1,27.370,-71.63
507191,9002,"2005-05-17 00:00:00",P,1,14.750,-17.75
507243,1004,"2005-03-25 00:00:00",P,1,9.000,1.50
507243,4904,"2005-03-09 00:00:00",P,1,4.500,-3.00
507243,6404,"2005-02-16 00:00:00",P,1,9.000,1.50
507277,5504,"2005-02-20 00:00:00",P,1,17.000,2.25
507278,7003,"2005-01-15 00:00:00",P,1,7.500,2.50
507308,8709,"2005-02-20 00:00:00",P,1,22.500,3.00
507335,1202,"2005-02-15 00:00:00",P,1,7.000,-5.50
507335,3502,"2005-02-09 00:00:00",P,1,14.000,1.50
507465,209,"2005-06-30 00:00:00",P,1,14.990,5.99
507465,7107,"2005-03-10 00:00:00",P,1,20.000,11.00
507544,8402,"2005-07-26 00:00:00",P,1,27.990,-6.76
507553,2409,"2005-07-28 00:00:00",P,1,12.600,1.60
507562,2909,"2005-07-22 00:00:00",P,1,15.000,7.34
507562,3409,"2005-07-16 00:00:00",P,1,15.000,7.34
507605,5103,"2005-04-19 00:00:00",P,1,30.000,17.91
507619,3004,"2005-03-07 00:00:00",P,1,42.000,25.50
507619,3103,"2005-04-03 00:00:00",P,1,44.000,27.50
507619,3503,"2005-07-27 00:00:00",P,1,15.400,-1.10
507619,4804,"2005-07-08 00:00:00",P,1,28.140,11.64
507619,7404,"2005-04-03 00:00:00",P,1,42.000,25.50
507619,9204,"2005-06-21 00:00:00",P,1,28.140,11.64
507619,9704,"2005-07-04 00:00:00",P,1,28.140,11.64
507626,2609,"2005-03-18 00:00:00",P,1,59.500,29.75
507638,6004,"2005-07-18 00:00:00",P,1,11.000,-4.00
507714,2707,"2005-03-20 00:00:00",P,1,22.120,8.27
507714,4104,"2005-08-23 00:00:00",P,1,29.500,15.65
507714,7707,"2004-12-21 00:00:00",P,1,22.120,8.27
507777,1202,"2005-04-27 00:00:00",P,1,66.300,35.14
507872,4403,"2005-03-12 00:00:00",P,1,35.000,19.18
507879,6009,"2005-06-02 00:00:00",P,1,19.990,-16.01
507898,2504,"2005-07-29 00:00:00",P,1,31.500,10.12
507898,2804,"2005-06-28 00:00:00",P,1,60.000,38.62
507898,6402,"2005-07-14 00:00:00",P,1,45.000,27.90
507957,5203,"2005-07-15 00:00:00",P,1,12.000,-4.00
507957,8004,"2005-07-18 00:00:00",P,1,12.000,-4.00
508010,2707,"2005-08-16 00:00:00",P,1,24.000,5.14
508020,802,"2004-12-22 00:00:00",P,1,78.000,48.00
508020,8002,"2005-02-18 00:00:00",P,1,39.000,9.00
508102,2307,"2005-07-06 00:00:00",P,1,13.060,4.28
508102,7507,"2005-08-04 00:00:00",P,1,13.060,4.28
508104,3603,"2005-02-22 00:00:00",P,2,10.000,-9.50
508104,4803,"2005-02-25 00:00:00",P,1,4.990,-4.76
508105,1904,"2005-07-26 00:00:00",P,1,13.990,-30.71
508125,6004,"2005-08-15 00:00:00",P,1,46.000,12.25
508125,7704,"2005-07-25 00:00:00",P,1,69.000,35.25
508128,1307,"2005-06-28 00:00:00",P,1,9.000,1.75
508128,9909,"2005-03-06 00:00:00",P,1,18.000,10.25
508146,3107,"2005-07-14 00:00:00",P,1,32.830,13.05
508146,4007,"2005-08-01 00:00:00",P,1,32.830,13.05
508146,7407,"2005-07-21 00:00:00",P,1,32.830,13.05
508146,8707,"2005-08-22 00:00:00",P,1,32.830,13.05
508185,802,"2005-07-27 00:00:00",P,1,4.540,-2.21
508185,6002,"2005-08-05 00:00:00",P,1,6.490,-0.26
508206,8204,"2005-07-18 00:00:00",P,1,14.000,3.88
508212,3002,"2005-06-01 00:00:00",P,1,34.750,-20.85
508247,2807,"2005-07-26 00:00:00",P,1,14.870,-2.98
508247,3204,"2005-06-01 00:00:00",P,1,21.250,3.40
508247,6102,"2005-06-18 00:00:00",P,1,21.250,3.40
508313,7002,"2005-07-29 00:00:00",P,1,18.900,-17.28
508335,3302,"2005-08-26 00:00:00",P,1,13.820,-5.93
508335,6902,"2005-05-12 00:00:00",P,1,39.500,19.75
508335,8604,"2005-04-17 00:00:00",P,1,39.500,19.75
508363,1007,"2005-06-28 00:00:00",P,1,4.500,-0.02
508363,2007,"2005-07-02 00:00:00",P,1,4.500,-0.02
508363,2502,"2005-07-02 00:00:00",P,1,4.500,-0.02
508363,2503,"2005-06-29 00:00:00",P,1,4.500,-0.02
508363,3003,"2005-05-31 00:00:00",P,1,9.000,4.48
508363,5803,"2005-03-20 00:00:00",P,1,12.060,7.54
508363,8507,"2005-06-26 00:00:00",P,1,4.500,-0.02
508390,807,"2005-08-19 00:00:00",P,1,31.990,10.49
508390,4404,"2005-06-07 00:00:00",P,1,49.000,27.50
508402,203,"2004-11-01 00:00:00",P,1,67.500,27.00
508402,1407,"2004-11-27 00:00:00",P,1,67.500,27.00
508402,2804,"2005-04-11 00:00:00",P,1,67.500,27.00
508402,4307,"2004-10-14 00:00:00",P,1,67.500,27.00
508402,6102,"2004-09-03 00:00:00",P,1,67.500,27.00
508402,6604,"2004-12-07 00:00:00",P,1,67.500,27.00
508402,8102,"2004-08-11 00:00:00",P,1,67.500,27.00
508470,902,"2005-06-18 00:00:00",P,1,25.000,-18.88
508474,1307,"2005-07-13 00:00:00",P,1,7.990,-4.51
508474,2503,"2005-08-23 00:00:00",P,1,10.150,-2.35
508483,6402,"2005-08-20 00:00:00",P,1,22.370,-22.38
508508,6304,"2005-07-29 00:00:00",P,1,20.990,11.39
508548,502,"2005-07-26 00:00:00",P,1,8.750,-1.25
508548,1202,"2005-04-14 00:00:00",P,1,18.750,8.75
508548,3102,"2005-04-28 00:00:00",P,1,18.750,8.75
508592,2809,"2005-02-18 00:00:00",P,1,44.000,26.50
508596,3107,"2005-06-03 00:00:00",P,1,79.500,39.75
508633,2504,"2005-01-02 00:00:00",P,1,2.990,1.54
508672,1207,"2005-08-17 00:00:00",P,1,22.000,5.72
508679,6704,"2005-08-06 00:00:00",P,1,9.000,2.25
508679,8109,"2005-06-24 00:00:00",P,1,9.990,3.24
508679,8404,"2005-05-05 00:00:00",P,1,12.990,6.24
508722,1607,"2005-08-22 00:00:00",P,1,7.250,-7.25
508746,9603,"2005-07-15 00:00:00",P,1,28.000,17.00
508777,4007,"2005-08-09 00:00:00",P,1,28.000,8.60
508797,409,"2005-08-24 00:00:00",P,1,30.800,-1.45
508797,1003,"2005-08-19 00:00:00",P,1,22.000,-10.25
508797,2704,"2005-07-28 00:00:00",P,1,30.800,-1.45
508797,4504,"2005-07-29 00:00:00",P,1,30.800,-1.45
508797,5904,"2005-07-22 00:00:00",P,1,33.000,0.75
508797,6002,"2005-08-06 00:00:00",P,1,44.000,11.75
508797,6604,"2005-04-28 00:00:00",P,1,88.000,55.75
508797,8602,"2005-05-02 00:00:00",P,1,88.000,55.75
508797,9504,"2005-06-04 00:00:00",P,1,58.960,26.71
508826,3007,"2005-02-02 00:00:00",P,1,49.000,30.00
508835,7404,"2005-06-07 00:00:00",P,1,100.000,52.00
508847,102,"2005-07-27 00:00:00",P,1,13.300,1.22
508847,2102,"2005-05-28 00:00:00",P,1,38.000,25.92
508847,4407,"2005-06-14 00:00:00",P,1,28.500,16.42
508855,6009,"2005-03-11 00:00:00",P,1,0.010,-48.99
508878,7707,"2005-05-06 00:00:00",P,1,49.990,22.49
508891,2907,"2005-06-25 00:00:00",P,1,199.000,124.37
508891,3809,"2005-06-02 00:00:00",P,1,199.000,124.38
508940,302,"2005-07-15 00:00:00",P,1,8.000,-6.50
508940,2402,"2005-06-23 00:00:00",P,1,14.990,0.49
508940,7702,"2005-06-22 00:00:00",P,1,14.990,0.49
508940,9504,"2005-07-07 00:00:00",P,1,14.990,0.49
508964,3202,"2005-03-25 00:00:00",P,1,49.000,31.00
508987,8702,"2005-05-30 00:00:00",P,1,9.990,1.99
509034,2907,"2005-05-11 00:00:00",P,1,19.990,9.49
509034,3207,"2005-08-01 00:00:00",P,1,12.500,2.00
509043,1607,"2005-08-19 00:00:00",P,1,59.990,20.99
509043,3204,"2005-06-14 00:00:00",P,1,85.000,46.00
509043,5802,"2005-06-05 00:00:00",P,1,68.000,28.50
509043,9103,"2005-08-20 00:00:00",P,1,42.500,3.50
509073,4207,"2005-05-29 00:00:00",P,1,9.990,3.99
509211,309,"2005-03-10 00:00:00",P,1,29.000,18.50
509211,2109,"2005-03-11 00:00:00",P,1,29.000,18.50
509233,504,"2005-07-27 00:00:00",P,1,24.150,12.15
509233,2203,"2005-05-26 00:00:00",P,1,34.500,26.50
509233,2504,"2005-06-14 00:00:00",P,1,46.000,34.00
509233,4603,"2005-06-25 00:00:00",P,1,34.500,26.50
509235,4202,"2005-06-01 00:00:00",P,1,46.230,19.23
509237,903,"2005-04-20 00:00:00",P,1,100.000,55.23
509237,5302,"2005-04-27 00:00:00",P,1,100.000,58.46
509334,309,"2005-08-18 00:00:00",P,1,10.000,1.90
509334,604,"2005-07-13 00:00:00",P,1,14.990,6.89
509334,1904,"2005-07-26 00:00:00",P,1,10.490,2.39
509334,2609,"2005-07-06 00:00:00",P,1,14.990,6.89
509334,3403,"2005-06-18 00:00:00",P,1,20.000,11.90
509334,6102,"2005-07-29 00:00:00",P,1,10.490,2.39
509387,1102,"2005-06-16 00:00:00",P,1,4.000,2.32
509387,1203,"2005-08-07 00:00:00",P,1,5.000,3.32
509387,1709,"2005-07-14 00:00:00",P,1,4.000,2.32
509387,1904,"2005-07-08 00:00:00",P,1,4.000,2.32
509387,1909,"2005-06-24 00:00:00",P,1,3.750,2.07
509387,2009,"2005-01-28 00:00:00",P,1,4.000,2.32
509387,2109,"2005-05-16 00:00:00",P,1,4.000,2.32
509387,2402,"2005-06-08 00:00:00",P,1,5.000,3.32
509387,2502,"2005-03-20 00:00:00",P,1,3.750,2.07
509387,2609,"2005-07-20 00:00:00",P,1,4.000,2.32
509387,3102,"2005-04-14 00:00:00",P,1,5.000,3.32
509387,3109,"2005-02-13 00:00:00",P,1,4.000,2.32
509387,3302,"2005-02-01 00:00:00",P,1,5.000,3.32
509387,3302,"2005-05-17 00:00:00",P,1,4.000,2.32
509387,3309,"2005-08-03 00:00:00",P,1,5.000,3.32
509387,3707,"2005-07-07 00:00:00",P,1,3.750,2.07
509387,4003,"2005-08-20 00:00:00",P,1,4.000,2.32
509387,4403,"2005-05-17 00:00:00",P,1,4.000,2.32
509387,5103,"2005-05-13 00:00:00",P,2,10.000,6.64
509387,5204,"2005-03-28 00:00:00",P,1,4.000,2.32
509387,5302,"2005-06-21 00:00:00",P,1,4.000,2.32
509387,5604,"2005-06-18 00:00:00",P,1,4.000,2.32
509387,5704,"2005-04-23 00:00:00",P,1,4.000,2.32
509387,6203,"2005-05-06 00:00:00",P,1,5.000,3.32
509387,7202,"2005-07-06 00:00:00",P,1,3.750,2.07
509387,8402,"2005-04-24 00:00:00",P,1,4.000,2.32
509387,9504,"2005-02-10 00:00:00",P,1,4.000,2.32
509441,909,"2005-05-19 00:00:00",P,1,48.500,24.25
509441,1203,"2005-06-26 00:00:00",P,1,48.500,24.25
509441,1602,"2005-03-22 00:00:00",P,1,48.500,24.25
509441,8803,"2004-08-12 00:00:00",P,1,29.990,5.74
509558,3009,"2005-08-07 00:00:00",P,1,19.990,9.99
509558,3709,"2005-08-19 00:00:00",P,1,19.990,9.99
509605,2009,"2005-08-06 00:00:00",P,1,22.000,13.20
509617,1709,"2005-06-18 00:00:00",P,1,54.000,28.00
509662,6102,"2005-08-13 00:00:00",P,1,19.990,-8.01
509669,9103,"2005-04-17 00:00:00",P,1,85.000,42.50
509682,2009,"2005-08-11 00:00:00",P,1,5.000,2.76
509684,202,"2005-07-05 00:00:00",P,1,20.000,11.90
509684,304,"2005-07-23 00:00:00",P,1,20.000,11.90
509684,404,"2005-07-06 00:00:00",P,1,20.000,11.90
509684,609,"2005-04-20 00:00:00",P,1,20.000,11.90
509684,707,"2005-07-11 00:00:00",P,1,20.000,11.90
509684,1002,"2005-03-31 00:00:00",P,1,20.000,11.90
509684,1502,"2004-10-28 00:00:00",P,1,20.000,11.90
509684,2004,"2005-05-15 00:00:00",P,1,20.000,11.90
509684,2009,"2005-06-24 00:00:00",P,1,20.000,11.90
509684,2102,"2005-01-01 00:00:00",P,1,20.000,11.90
509684,2504,"2005-03-24 00:00:00",P,1,16.990,8.89
509684,3204,"2004-11-25 00:00:00",P,1,20.000,11.90
509684,3704,"2004-10-19 00:00:00",P,1,20.000,11.90
509684,4507,"2005-07-10 00:00:00",P,1,20.000,11.90
509684,4907,"2005-01-08 00:00:00",P,1,20.000,11.90
509684,5302,"2005-04-03 00:00:00",P,1,20.000,11.90
509684,5503,"2005-07-29 00:00:00",P,1,20.000,11.90
509684,6004,"2005-05-20 00:00:00",P,1,20.000,11.90
509684,6403,"2005-05-22 00:00:00",P,1,20.000,11.90
509684,7003,"2005-04-17 00:00:00",P,1,20.000,11.90
509684,7804,"2005-05-05 00:00:00",P,1,20.000,11.90
509684,8603,"2004-12-05 00:00:00",P,1,20.000,11.90
509684,9209,"2004-09-13 00:00:00",P,1,20.000,11.90
509684,9806,"2004-08-03 00:00:00",P,1,20.000,11.90
509739,6202,"2005-04-30 00:00:00",P,1,31.200,21.20
509739,6302,"2005-04-01 00:00:00",P,1,39.000,29.00
509818,4303,"2005-06-10 00:00:00",P,1,24.000,14.40
509847,4007,"2005-02-25 00:00:00",P,1,14.870,-11.38
509969,3804,"2005-07-29 00:00:00",P,1,18.000,12.00
510060,603,"2005-05-07 00:00:00",P,1,74.000,50.55
510060,9603,"2005-07-14 00:00:00",P,1,55.500,32.05
510069,3103,"2004-08-19 00:00:00",P,1,23.000,11.50
510069,8404,"2004-11-12 00:00:00",P,1,23.000,11.50
510069,9806,"2005-08-12 00:00:00",P,1,23.000,11.50
510089,7503,"2005-07-21 00:00:00",P,1,54.000,34.00
510262,2103,"2005-08-23 00:00:00",P,1,5.590,1.09
510262,4403,"2005-07-06 00:00:00",P,1,7.990,3.49
510480,2407,"2005-03-21 00:00:00",P,1,16.990,7.99
510480,4202,"2005-01-11 00:00:00",P,1,20.000,11.00
510480,4209,"2005-08-13 00:00:00",P,1,20.000,11.00
510480,8309,"2004-10-08 00:00:00",P,1,20.000,11.00
510808,102,"2005-07-19 00:00:00",P,1,79.000,45.80
510808,2503,"2005-07-27 00:00:00",P,1,79.000,45.80
510925,4109,"2005-07-23 00:00:00",P,1,98.000,54.00
510942,8703,"2005-05-30 00:00:00",P,1,17.500,8.50
510972,1509,"2005-03-20 00:00:00",P,1,68.000,38.00
510972,1607,"2005-01-20 00:00:00",P,1,68.000,38.00
510972,4907,"2004-08-31 00:00:00",P,1,68.000,38.00
510972,6009,"2005-08-21 00:00:00",P,1,34.000,4.00
511206,1502,"2005-02-18 00:00:00",P,1,14.750,-11.25
511305,6004,"2004-11-25 00:00:00",P,1,59.000,30.12
512240,509,"2004-09-15 00:00:00",P,1,7.000,4.10
512240,1202,"2005-08-26 00:00:00",P,1,6.000,3.10
512240,7103,"2005-03-20 00:00:00",P,1,6.000,3.10
512358,2704,"2005-04-27 00:00:00",P,1,11.900,-3.60
512504,703,"2005-05-30 00:00:00",P,1,24.000,16.00
512504,7603,"2005-06-28 00:00:00",P,1,24.000,16.00
513325,2504,"2004-11-17 00:00:00",P,1,7.250,1.25
513325,7907,"2005-06-21 00:00:00",P,1,11.000,5.00
513596,909,"2005-03-04 00:00:00",P,1,19.870,-19.88
513596,4003,"2005-03-06 00:00:00",P,1,19.870,-19.88
513596,5104,"2005-07-03 00:00:00",P,1,9.930,-29.82
513653,3209,"2005-02-24 00:00:00",P,1,16.750,-8.24
513724,1202,"2004-12-10 00:00:00",P,1,20.000,7.25
513724,9704,"2005-08-08 00:00:00",P,1,17.990,5.24
513732,1004,"2004-12-20 00:00:00",P,1,6.000,3.80
513732,1109,"2005-04-01 00:00:00",P,1,6.000,3.80
513732,1203,"2005-01-29 00:00:00",P,1,2.810,0.61
513732,2207,"2004-08-13 00:00:00",P,1,5.000,2.80
513732,2909,"2004-08-25 00:00:00",P,1,4.500,2.30
513732,3003,"2005-04-27 00:00:00",P,2,2.100,-2.30
513732,3509,"2004-12-10 00:00:00",P,1,5.000,2.80
513732,3802,"2004-11-05 00:00:00",P,1,5.000,2.80
513732,4703,"2005-03-23 00:00:00",P,1,1.500,-0.70
513732,4804,"2004-12-01 00:00:00",P,1,6.000,3.80
513732,5204,"2004-11-25 00:00:00",P,1,3.750,1.55
513732,6104,"2004-12-16 00:00:00",P,1,5.000,2.80
513732,6804,"2005-01-26 00:00:00",P,1,2.810,0.61
513732,6904,"2005-03-11 00:00:00",P,1,3.000,0.80
513732,7103,"2004-11-26 00:00:00",P,1,3.750,1.55
513732,7303,"2004-08-18 00:00:00",P,1,4.500,2.30
513732,7704,"2005-02-25 00:00:00",P,1,2.810,0.61
513732,8402,"2004-12-19 00:00:00",P,1,5.000,2.80
513732,8409,"2005-02-26 00:00:00",P,1,5.000,2.80
513732,9409,"2004-09-29 00:00:00",P,1,5.000,2.80
513853,2204,"2005-02-20 00:00:00",P,1,9.000,-6.00
513853,8603,"2005-02-21 00:00:00",P,1,8.750,-6.25
514223,809,"2004-12-12 00:00:00",P,1,20.000,10.90
514223,4209,"2005-02-14 00:00:00",P,1,20.000,10.90
514248,9204,"2005-06-23 00:00:00",P,1,24.990,13.74
514263,1702,"2005-01-26 00:00:00",P,1,10.490,3.04
514263,2503,"2005-02-25 00:00:00",P,1,5.000,-2.45
514263,2909,"2005-03-10 00:00:00",P,1,5.000,-2.45
514263,5202,"2005-02-24 00:00:00",P,1,3.500,-3.95
514263,7904,"2005-02-15 00:00:00",P,1,10.000,2.55
514287,7403,"2004-10-22 00:00:00",P,1,45.000,25.00
514287,8209,"2005-08-19 00:00:00",P,1,22.500,2.50
514287,8404,"2004-09-04 00:00:00",P,1,45.000,25.00
514425,409,"2004-08-03 00:00:00",P,1,35.000,27.50
514435,1104,"2004-09-30 00:00:00",P,1,189.000,109.50
514435,2209,"2005-02-22 00:00:00",P,1,23.620,-55.88
514531,307,"2005-07-08 00:00:00",P,1,14.990,6.29
514531,704,"2005-04-05 00:00:00",P,1,22.000,13.30
514531,2207,"2005-02-04 00:00:00",P,1,22.000,13.30
514531,2907,"2005-02-25 00:00:00",P,1,22.000,13.30
514531,6203,"2005-03-19 00:00:00",P,1,16.990,8.29
514531,8102,"2004-09-27 00:00:00",P,1,22.000,13.30
514546,9909,"2005-08-11 00:00:00",P,1,35.000,16.14
514589,403,"2004-11-19 00:00:00",P,1,22.000,2.00
514899,2907,"2004-10-20 00:00:00",P,1,34.000,22.00
516037,2304,"2004-12-09 00:00:00",P,1,4.000,1.86
516037,3502,"2004-12-15 00:00:00",P,1,4.000,1.86
516037,3502,"2005-04-09 00:00:00",P,1,2.720,0.58
516037,6004,"2005-03-09 00:00:00",P,1,2.000,-0.14
516171,5203,"2005-04-16 00:00:00",P,1,69.500,39.00
516239,2103,"2004-12-05 00:00:00",P,1,14.000,9.00
516289,6404,"2005-03-17 00:00:00",P,1,17.370,-17.38
516289,7104,"2005-03-01 00:00:00",P,1,17.370,-17.38
516363,1709,"2005-07-02 00:00:00",P,1,15.900,-23.85
516363,4102,"2005-07-02 00:00:00",P,1,19.870,-19.88
516395,4003,"2005-02-23 00:00:00",P,1,2.490,-2.01
516413,7002,"2004-09-17 00:00:00",P,1,27.300,12.30
516413,7102,"2004-11-20 00:00:00",P,1,19.500,4.50
516445,5602,"2004-12-15 00:00:00",P,1,6.030,2.19
516472,2304,"2005-03-04 00:00:00",P,1,12.250,-7.02
516472,5504,"2005-02-03 00:00:00",P,1,29.990,10.72
516516,102,"2005-02-15 00:00:00",P,1,24.990,-0.01
516530,8709,"2005-08-25 00:00:00",P,1,24.320,-8.18
516558,7007,"2004-11-25 00:00:00",P,1,79.000,45.00
516558,7307,"2005-03-29 00:00:00",P,1,79.000,45.00
516598,1403,"2004-08-31 00:00:00",P,1,60.000,31.50
516598,2103,"2005-05-23 00:00:00",P,1,60.000,31.50
516598,4109,"2005-01-01 00:00:00",P,1,60.000,31.50
516604,1702,"2005-06-30 00:00:00",P,1,9.990,-3.24
516604,2504,"2005-04-18 00:00:00",P,1,28.500,15.27
516604,6204,"2005-02-11 00:00:00",P,1,38.000,24.77
