sku,store,saledate,stype,total_quantity,total_amount,total_profit
29951,2609,"2005-08-16 00:00:00",P,1,14.000,5.60
29951,3009,"2005-07-20 00:00:00",P,1,14.000,5.60
29951,3204,"2005-01-20 00:00:00",P,1,13.500,5.10
29951,3303,"2004-10-06 00:00:00",P,1,13.500,5.10
29951,3307,"2004-09-21 00:00:00",P,1,13.500,5.10
29951,3409,"2004-11-06 00:00:00",P,1,13.500,5.10
29951,3504,"2005-08-12 00:00:00",P,1,14.000,5.60
29951,3603,"2005-03-05 00:00:00",P,1,13.500,5.10
29951,3804,"2005-02-16 00:00:00",P,1,13.500,5.10
29951,3807,"2005-03-24 00:00:00",P,1,13.500,5.10
29951,4007,"2004-08-14 00:00:00",P,1,13.500,5.10
29951,4007,"2004-09-13 00:00:00",P,1,13.500,5.10
29951,4107,"2004-10-11 00:00:00",P,1,13.500,5.10
29951,4204,"2004-10-11 00:00:00",P,1,13.500,5.10
29951,4303,"2004-10-15 00:00:00",P,1,13.500,5.10
29951,4403,"2005-07-03 00:00:00",P,1,13.500,5.10
29951,4502,"2005-04-04 00:00:00",P,1,13.500,5.10
29951,4807,"2005-05-20 00:00:00",P,1,13.500,5.10
29951,4807,"2005-07-04 00:00:00",P,1,14.000,5.60
29951,5403,"2004-11-05 00:00:00",P,1,13.500,5.10
29951,5904,"2004-10-19 00:00:00",P,1,13.500,5.10
29951,6004,"2005-03-16 00:00:00",P,1,13.500,5.10
29951,6009,"2005-08-10 00:00:00",P,1,14.000,5.60
29951,6202,"2004-10-14 00:00:00",P,1,13.500,5.10
29951,6202,"2005-04-18 00:00:00",P,1,13.500,5.10
29951,6403,"2004-10-16 00:00:00",P,1,13.500,5.10
29951,6704,"2005-04-14 00:00:00",P,1,13.500,5.10
29951,7002,"2005-04-08 00:00:00",P,1,13.500,5.10
29951,7002,"2005-04-15 00:00:00",P,1,13.500,5.10
29951,7702,"2005-04-18 00:00:00",P,1,13.500,5.10
29951,7907,"2005-02-22 00:00:00",P,1,13.500,5.10
29951,7907,"2005-08-07 00:00:00",P,1,14.000,5.60
29951,8002,"2004-12-01 00:00:00",P,1,13.500,5.10
29951,8404,"2004-09-25 00:00:00",P,1,13.500,5.10
29951,8409,"2005-02-13 00:00:00",P,1,13.500,5.10
29951,8603,"2005-04-09 00:00:00",P,1,13.500,5.10
29951,8803,"2004-10-20 00:00:00",P,1,13.500,5.10
29951,9103,"2004-10-08 00:00:00",P,1,13.500,5.10
29951,9202,"2005-07-17 00:00:00",P,1,14.000,5.60
29951,9303,"2004-08-12 00:00:00",P,1,13.500,5.10
29951,9402,"2004-10-15 00:00:00",P,1,13.500,5.10
29975,1502,"2005-06-21 00:00:00",P,1,59.990,41.99
30004,9303,"2005-06-24 00:00:00",P,1,24.000,14.28
30144,3704,"2005-05-27 00:00:00",P,1,24.000,16.10
30144,4204,"2005-07-29 00:00:00",P,1,24.000,16.10
30287,4004,"2005-08-04 00:00:00",P,1,44.000,25.00
30387,1602,"2005-03-13 00:00:00",P,1,79.000,41.00
30387,2004,"2005-06-28 00:00:00",P,1,79.000,41.00
30387,4604,"2005-04-04 00:00:00",P,1,79.000,41.00
30629,5204,"2005-08-12 00:00:00",P,1,26.000,16.00
30662,4007,"2005-08-20 00:00:00",P,1,12.000,6.75
30662,8407,"2005-08-20 00:00:00",P,1,12.000,6.75
30729,7404,"2004-09-30 00:00:00",P,1,5.000,-22.50
30806,409,"2005-01-13 00:00:00",P,1,20.000,12.55
30806,707,"2004-09-10 00:00:00",P,1,20.000,12.55
30806,1402,"2005-02-23 00:00:00",P,1,20.000,12.55
30806,2007,"2004-09-27 00:00:00",P,1,20.000,12.55
30806,2202,"2005-06-10 00:00:00",P,1,20.000,12.55
30806,3303,"2005-04-20 00:00:00",P,1,20.000,12.55
30806,3307,"2005-06-14 00:00:00",P,1,20.000,12.55
30806,3409,"2005-02-20 00:00:00",P,1,20.000,12.55
30806,4207,"2005-03-16 00:00:00",P,1,16.990,9.54
30806,5002,"2005-02-25 00:00:00",P,1,20.000,12.55
30895,102,"2004-09-22 00:00:00",P,1,39.000,19.50
30895,1607,"2004-12-10 00:00:00",P,1,19.490,-0.01
30895,2609,"2005-06-15 00:00:00",P,1,39.000,19.50
30895,2807,"2004-08-31 00:00:00",P,1,39.000,19.50
30895,3302,"2005-04-06 00:00:00",P,1,39.000,19.50
30895,3807,"2005-01-20 00:00:00",P,1,39.000,19.50
30895,7404,"2004-11-05 00:00:00",P,1,19.490,-0.01
30895,8404,"2005-07-27 00:00:00",P,1,35.100,15.60
30895,9806,"2004-12-03 00:00:00",P,1,19.490,-0.01
30971,3607,"2005-06-05 00:00:00",P,1,19.990,1.49
31232,2809,"2005-05-15 00:00:00",P,1,39.000,21.85
31232,4202,"2005-06-04 00:00:00",P,1,39.000,21.85
31232,8209,"2005-06-22 00:00:00",P,1,39.000,21.85
31298,107,"2004-10-29 00:00:00",P,1,20.000,10.40
31634,2104,"2005-06-08 00:00:00",P,1,60.000,31.50
31634,4409,"2004-12-20 00:00:00",P,1,60.000,31.50
31946,5202,"2005-05-18 00:00:00",P,1,68.000,41.00
31983,204,"2005-08-01 00:00:00",P,1,18.000,10.85
31983,807,"2005-03-30 00:00:00",P,1,18.000,10.85
31983,1007,"2005-02-04 00:00:00",P,1,18.000,10.85
31983,1109,"2005-02-02 00:00:00",P,1,18.000,10.85
31983,1502,"2005-04-12 00:00:00",P,1,18.000,10.85
31983,2007,"2005-08-23 00:00:00",P,1,18.000,10.85
31983,2102,"2005-03-22 00:00:00",P,1,16.990,9.84
31983,2104,"2005-03-06 00:00:00",P,1,18.000,10.85
31983,2602,"2005-02-04 00:00:00",P,1,18.000,10.85
31983,3503,"2005-08-08 00:00:00",P,1,18.000,10.85
31983,3802,"2005-05-07 00:00:00",P,1,18.000,10.85
31983,4104,"2005-05-19 00:00:00",P,1,18.000,10.85
31983,6904,"2004-10-15 00:00:00",P,1,18.000,10.85
31983,7103,"2005-03-24 00:00:00",P,1,16.990,9.84
31983,8302,"2005-06-10 00:00:00",P,1,18.000,10.85
31983,8402,"2005-07-25 00:00:00",P,1,18.000,10.85
31983,8404,"2005-07-06 00:00:00",P,1,18.000,10.85
31983,8803,"2005-03-22 00:00:00",P,1,16.990,9.84
31983,9002,"2004-08-12 00:00:00",P,1,18.000,10.85
31983,9504,"2004-09-23 00:00:00",P,1,16.990,9.84
32212,909,"2004-08-27 00:00:00",P,1,26.000,13.75
32212,3603,"2005-06-07 00:00:00",P,1,26.000,13.75
32212,8204,"2004-09-14 00:00:00",P,1,26.000,13.75
32212,8402,"2005-04-14 00:00:00",P,1,26.000,13.75
32761,5604,"2005-02-07 00:00:00",P,1,12.250,-7.53
33249,2004,"2005-03-20 00:00:00",P,1,50.000,32.00
33249,2109,"2005-07-06 00:00:00",P,1,50.000,32.00
33249,4604,"2005-06-20 00:00:00",P,1,50.000,32.00
33249,6604,"2005-05-13 00:00:00",P,1,50.000,32.00
33392,2809,"2005-08-19 00:00:00",P,1,45.000,21.50
33392,3403,"2005-02-23 00:00:00",P,1,45.000,21.50
33392,3707,"2005-02-19 00:00:00",P,1,45.000,21.50
33392,9806,"2005-02-10 00:00:00",P,1,45.000,21.50
33426,8204,"2004-12-29 00:00:00",P,1,69.000,39.00
33482,7303,"2004-09-14 00:00:00",P,1,59.000,33.00
33557,4004,"2005-01-30 00:00:00",P,1,346.500,121.50
33557,4407,"2005-02-13 00:00:00",P,1,247.500,22.50
33653,802,"2005-01-29 00:00:00",P,1,23.450,-1.54
33653,1709,"2004-11-25 00:00:00",P,1,39.990,15.00
33653,4309,"2005-02-11 00:00:00",P,1,33.500,8.51
33653,4409,"2005-01-07 00:00:00",P,1,39.990,15.00
33673,3403,"2005-02-12 00:00:00",P,1,13.500,-6.00
33737,2204,"2005-02-20 00:00:00",P,1,10.000,2.00
33746,3209,"2005-02-15 00:00:00",P,1,32.500,2.75
33770,2309,"2005-02-20 00:00:00",P,1,22.370,-22.38
33993,202,"2004-08-02 00:00:00",P,1,14.000,7.25
33993,209,"2004-08-11 00:00:00",P,1,14.000,7.25
33993,609,"2004-10-08 00:00:00",P,1,14.000,7.25
33993,1104,"2005-06-11 00:00:00",P,1,14.000,7.25
33993,1204,"2005-01-09 00:00:00",P,1,14.000,7.25
33993,1407,"2005-04-24 00:00:00",P,1,14.000,7.25
33993,1509,"2005-05-02 00:00:00",P,1,14.000,7.25
33993,1904,"2004-08-08 00:00:00",P,1,14.000,7.25
33993,1904,"2004-11-17 00:00:00",P,1,14.000,7.25
33993,2007,"2004-10-09 00:00:00",P,1,14.000,7.25
33993,2607,"2004-11-08 00:00:00",P,1,14.000,7.25
33993,2609,"2005-03-02 00:00:00",P,1,14.000,7.25
33993,2707,"2005-01-17 00:00:00",P,1,14.000,7.25
33993,2807,"2005-07-31 00:00:00",P,1,16.000,9.25
33993,4103,"2005-07-25 00:00:00",P,1,16.000,9.25
33993,4204,"2005-05-07 00:00:00",P,1,14.000,7.25
33993,4307,"2005-03-06 00:00:00",P,1,14.000,7.25
33993,4607,"2004-11-04 00:00:00",P,1,14.000,7.25
33993,5002,"2005-05-30 00:00:00",P,1,14.000,7.25
33993,5502,"2005-01-21 00:00:00",P,1,14.000,7.25
33993,5802,"2005-08-26 00:00:00",P,1,16.000,9.25
33993,6004,"2004-08-19 00:00:00",P,1,14.000,7.25
33993,6004,"2005-06-27 00:00:00",P,1,14.000,7.25
33993,6402,"2005-05-16 00:00:00",P,1,14.000,7.25
33993,7503,"2005-03-29 00:00:00",P,1,14.000,7.25
33993,7507,"2004-12-17 00:00:00",P,1,14.000,7.25
33993,7707,"2005-02-07 00:00:00",P,1,14.000,7.25
33993,8002,"2005-04-03 00:00:00",P,1,14.000,7.25
33993,8202,"2004-12-26 00:00:00",P,1,14.000,7.25
33993,8404,"2005-07-15 00:00:00",P,1,16.000,9.25
33993,8407,"2005-03-07 00:00:00",P,1,14.000,7.25
33993,8503,"2005-04-29 00:00:00",P,1,11.200,4.45
33993,9202,"2005-04-29 00:00:00",P,1,14.000,7.25
33993,9209,"2005-06-01 00:00:00",P,1,14.000,7.25
34099,6904,"2004-09-26 00:00:00",P,1,8.000,-5.00
34388,1109,"2005-02-25 00:00:00",P,1,0.700,-1.09
34388,7902,"2004-10-08 00:00:00",P,1,4.000,2.21
34443,307,"2005-04-28 00:00:00",P,1,27.000,9.75
34443,1703,"2004-12-26 00:00:00",P,1,35.000,17.75
34443,2707,"2004-12-25 00:00:00",P,1,27.000,9.75
34443,4607,"2005-07-05 00:00:00",P,1,27.000,9.75
34443,8702,"2004-10-29 00:00:00",P,1,25.460,8.21
34443,9409,"2004-12-14 00:00:00",P,1,35.000,17.75
34463,9204,"2004-10-01 00:00:00",P,1,3.750,-1.25
34531,3604,"2004-11-22 00:00:00",P,1,22.000,13.30
34554,5103,"2005-04-20 00:00:00",P,1,29.990,14.99
34797,3003,"2005-01-12 00:00:00",P,1,29.500,2.65
34797,3009,"2004-10-15 00:00:00",P,1,59.000,32.15
34797,4202,"2005-02-21 00:00:00",P,1,14.750,-12.10
36102,6102,"2005-02-09 00:00:00",P,1,8.500,-5.10
36110,304,"2004-09-24 00:00:00",P,1,55.000,32.00
36128,909,"2005-01-28 00:00:00",P,1,12.600,0.03
36128,3103,"2005-02-22 00:00:00",P,1,7.490,-5.08
36179,4409,"2005-02-13 00:00:00",P,1,33.500,-18.43
36252,2209,"2005-03-12 00:00:00",P,1,13.000,-11.50
36302,4303,"2005-01-17 00:00:00",P,1,36.000,13.00
36310,7807,"2005-02-17 00:00:00",P,1,20.000,-5.00
36345,4102,"2005-02-03 00:00:00",P,1,19.990,3.99
36345,5204,"2004-10-16 00:00:00",P,1,40.000,24.00
36345,5904,"2005-02-10 00:00:00",P,1,20.000,4.00
36345,9404,"2004-09-10 00:00:00",P,1,40.000,24.00
36363,3807,"2005-05-15 00:00:00",P,1,39.750,0.00
36388,2702,"2005-04-26 00:00:00",P,1,27.650,-10.35
36469,3004,"2004-12-18 00:00:00",P,1,4.020,1.61
36523,503,"2005-02-24 00:00:00",P,1,4.000,-1.60
36523,9103,"2005-02-13 00:00:00",P,1,8.000,2.40
36605,1904,"2005-03-18 00:00:00",P,1,24.990,10.99
36605,3204,"2005-04-06 00:00:00",P,1,24.990,10.99
36610,4604,"2005-02-25 00:00:00",P,1,14.700,0.32
36610,5903,"2005-03-18 00:00:00",P,1,7.350,-7.03
36610,7502,"2005-01-19 00:00:00",P,1,31.500,17.12
36619,9806,"2005-01-02 00:00:00",P,1,4.000,2.05
36630,3003,"2004-12-21 00:00:00",P,1,20.000,12.00
36632,2204,"2005-02-18 00:00:00",P,1,29.480,10.98
36632,6002,"2005-01-21 00:00:00",P,1,32.830,14.33
36691,203,"2004-10-13 00:00:00",P,1,16.000,9.25
36717,3302,"2005-02-12 00:00:00",P,1,11.000,2.22
36717,7102,"2004-12-11 00:00:00",P,1,22.000,13.22
36717,9409,"2005-02-05 00:00:00",P,1,5.500,-3.28
36756,903,"2005-02-28 00:00:00",P,1,5.000,-1.50
36756,4403,"2005-01-27 00:00:00",P,1,7.000,0.50
36756,6404,"2005-01-23 00:00:00",P,1,10.000,3.50
36756,6703,"2005-02-03 00:00:00",P,1,10.000,3.50
36768,5804,"2005-02-12 00:00:00",P,1,4.990,0.49
36802,309,"2005-01-07 00:00:00",P,1,14.500,3.00
36836,1304,"2005-02-19 00:00:00",P,1,28.000,17.25
36836,2109,"2004-12-13 00:00:00",P,1,28.000,17.25
36836,9303,"2005-06-17 00:00:00",P,1,1.990,-8.76
36870,1509,"2005-04-02 00:00:00",P,1,13.200,-22.06
37059,504,"2005-06-08 00:00:00",P,1,10.990,0.99
37071,7304,"2005-02-19 00:00:00",P,1,12.590,2.59
37274,7402,"2004-12-23 00:00:00",P,1,55.500,20.50
37351,3009,"2005-04-11 00:00:00",P,1,36.750,18.54
37351,3407,"2005-07-01 00:00:00",P,1,12.250,-5.96
37351,4107,"2005-07-02 00:00:00",P,1,12.250,-5.96
37351,5303,"2005-05-06 00:00:00",P,1,24.500,6.29
37354,1204,"2005-05-13 00:00:00",P,1,24.990,6.78
37354,2102,"2005-05-17 00:00:00",P,1,32.830,14.71
37354,3709,"2005-05-30 00:00:00",P,1,36.750,18.54
37354,4302,"2005-04-08 00:00:00",P,1,29.400,11.28
37354,5403,"2005-07-26 00:00:00",P,1,17.150,-1.06
37354,6202,"2005-05-13 00:00:00",P,1,32.830,14.71
37367,509,"2005-04-10 00:00:00",P,1,12.500,1.50
37367,709,"2005-03-14 00:00:00",P,1,25.000,14.00
37367,4702,"2004-11-25 00:00:00",P,1,25.000,14.00
37367,7702,"2005-04-05 00:00:00",P,1,12.500,1.50
37367,7702,"2005-04-08 00:00:00",P,1,12.500,1.50
37367,9304,"2004-12-11 00:00:00",P,1,20.000,9.00
37394,2602,"2005-04-20 00:00:00",P,1,49.000,29.65
37394,3302,"2005-03-12 00:00:00",P,1,49.000,29.65
37394,3707,"2005-04-12 00:00:00",P,1,49.000,29.65
37416,4303,"2005-07-25 00:00:00",P,1,19.990,8.39
37416,4403,"2005-05-18 00:00:00",P,1,25.000,13.40
37421,703,"2005-07-26 00:00:00",P,1,10.490,1.34
37421,3304,"2005-03-29 00:00:00",P,1,20.000,10.85
37421,5203,"2005-06-04 00:00:00",P,1,20.000,10.85
37426,802,"2005-03-15 00:00:00",P,1,49.000,29.65
37426,1807,"2005-05-15 00:00:00",P,1,39.990,20.64
37426,3902,"2005-04-02 00:00:00",P,1,49.000,29.65
37426,6202,"2005-04-15 00:00:00",P,1,49.000,29.65
37426,7707,"2005-07-27 00:00:00",P,1,22.490,3.14
37426,9103,"2005-03-25 00:00:00",P,1,49.000,29.65
37427,1904,"2005-05-11 00:00:00",P,1,39.750,0.00
37427,3407,"2005-06-29 00:00:00",P,1,19.870,-19.88
37427,3807,"2005-06-02 00:00:00",P,1,39.750,0.00
37427,4302,"2005-04-17 00:00:00",P,1,49.990,10.24
37474,1904,"2005-02-24 00:00:00",P,1,65.000,32.50
37474,5102,"2005-03-18 00:00:00",P,1,65.000,32.50
37474,6404,"2005-07-27 00:00:00",P,1,22.750,-9.75
37495,7807,"2005-01-23 00:00:00",P,1,6.000,3.65
37495,8507,"2005-05-21 00:00:00",P,1,4.020,1.67
37506,4903,"2005-01-11 00:00:00",P,1,29.990,17.49
37519,5704,"2005-04-16 00:00:00",P,1,19.500,9.10
37519,7104,"2005-06-02 00:00:00",P,1,13.000,2.60
37566,2109,"2005-07-20 00:00:00",P,1,45.000,23.15
37574,1707,"2005-02-20 00:00:00",P,1,20.000,11.00
37574,3107,"2005-08-20 00:00:00",P,1,20.000,11.00
37574,4209,"2004-11-30 00:00:00",P,1,20.000,11.00
37585,8109,"2005-07-14 00:00:00",P,1,28.500,13.87
37589,509,"2005-03-19 00:00:00",P,1,45.000,28.75
37589,3709,"2005-07-12 00:00:00",P,1,33.750,17.50
37589,4202,"2005-08-18 00:00:00",P,1,22.500,6.25
37589,4603,"2005-08-12 00:00:00",P,1,22.500,6.25
37589,4607,"2005-03-24 00:00:00",P,1,45.000,28.75
37596,809,"2005-07-10 00:00:00",P,1,19.870,-19.88
37611,4407,"2005-05-13 00:00:00",P,1,29.000,6.00
37618,2607,"2005-03-11 00:00:00",P,1,59.500,29.75
37618,4402,"2005-08-23 00:00:00",P,1,20.820,-8.93
37622,2602,"2005-02-10 00:00:00",P,1,29.500,14.75
37622,8602,"2005-06-22 00:00:00",P,1,14.750,0.00
37625,103,"2005-07-01 00:00:00",P,1,17.370,-17.38
37625,2502,"2005-07-14 00:00:00",P,1,17.370,-17.38
37625,4209,"2005-07-02 00:00:00",P,1,17.370,-17.38
37625,4302,"2005-07-01 00:00:00",P,1,17.370,-17.38
37625,8404,"2005-08-12 00:00:00",P,1,17.370,-17.38
37651,7702,"2005-03-10 00:00:00",P,1,99.990,40.49
37651,7907,"2005-05-05 00:00:00",P,1,79.990,24.99
37651,8002,"2005-03-08 00:00:00",P,1,99.990,40.49
37683,1204,"2005-03-22 00:00:00",P,1,36.000,19.68
37683,6604,"2005-03-23 00:00:00",P,1,36.000,19.68
37697,2207,"2005-06-01 00:00:00",P,1,9.750,-6.25
37697,4507,"2005-02-16 00:00:00",P,1,39.000,23.00
37844,102,"2005-04-01 00:00:00",P,1,44.000,23.98
37844,2202,"2005-07-15 00:00:00",P,1,11.000,-9.02
37845,4202,"2005-05-01 00:00:00",P,1,39.990,13.14
37845,7702,"2005-05-09 00:00:00",P,1,39.990,13.14
37859,409,"2005-06-23 00:00:00",P,1,54.000,14.25
37859,4607,"2005-05-27 00:00:00",P,1,27.000,-12.75
37917,4403,"2005-07-10 00:00:00",P,1,29.990,12.49
37920,704,"2005-05-11 00:00:00",P,1,69.000,34.00
37975,603,"2005-08-09 00:00:00",P,1,8.500,-4.50
37975,7902,"2005-08-07 00:00:00",P,1,8.500,-4.50
38017,1707,"2005-06-23 00:00:00",P,1,24.500,14.25
38017,6009,"2005-02-09 00:00:00",P,1,24.500,14.25
38017,8007,"2005-08-13 00:00:00",P,1,16.410,6.16
38029,509,"2004-08-28 00:00:00",P,1,6.000,3.00
38029,1102,"2005-01-31 00:00:00",P,1,7.000,4.00
38029,3502,"2005-05-28 00:00:00",P,1,6.000,3.00
38029,8507,"2005-03-18 00:00:00",P,1,6.000,3.00
38035,507,"2005-08-02 00:00:00",P,1,9.750,-4.75
38035,3507,"2005-05-26 00:00:00",P,1,9.750,-4.75
38048,7907,"2005-06-28 00:00:00",P,1,52.930,14.43
38060,1307,"2005-07-07 00:00:00",P,1,11.500,2.65
38060,2707,"2005-03-25 00:00:00",P,1,23.000,14.15
38066,4707,"2005-02-19 00:00:00",P,1,19.430,8.43
38068,2007,"2005-03-12 00:00:00",P,1,6.000,-3.90
38080,7703,"2005-06-02 00:00:00",P,1,9.750,-6.25
38118,7507,"2005-03-21 00:00:00",P,1,48.000,28.81
38118,8802,"2005-06-16 00:00:00",P,1,32.160,12.97
38121,1203,"2005-08-24 00:00:00",P,1,32.200,-4.70
38121,2704,"2005-05-27 00:00:00",P,1,92.000,58.25
38121,5904,"2005-06-21 00:00:00",P,1,92.000,58.25
38228,402,"2005-05-05 00:00:00",P,1,96.900,54.90
38284,409,"2005-03-12 00:00:00",P,1,34.990,22.99
38327,504,"2005-07-12 00:00:00",P,1,4.000,-1.12
38327,704,"2005-04-15 00:00:00",P,1,10.720,5.60
38327,1607,"2005-07-11 00:00:00",P,1,4.000,-1.12
38327,2404,"2005-07-04 00:00:00",P,1,4.000,-1.12
38327,2907,"2005-06-29 00:00:00",P,1,4.000,-1.12
38327,4209,"2005-07-05 00:00:00",P,1,4.000,-1.12
38327,4503,"2005-06-28 00:00:00",P,1,4.000,-1.12
38327,4807,"2005-07-07 00:00:00",P,1,4.000,-1.12
38327,4903,"2005-06-27 00:00:00",P,1,4.000,-1.12
38327,5004,"2005-05-17 00:00:00",P,1,16.000,10.88
38327,5704,"2005-06-09 00:00:00",P,1,8.000,2.88
38327,6109,"2005-08-02 00:00:00",P,1,4.000,-1.12
38327,8102,"2005-07-28 00:00:00",P,1,2.800,-2.32
38327,8402,"2005-07-15 00:00:00",P,1,4.000,-1.12
38327,9302,"2005-04-30 00:00:00",P,1,10.720,5.60
38327,9804,"2005-06-29 00:00:00",P,1,4.000,-1.12
38376,3502,"2005-07-29 00:00:00",P,1,20.000,11.75
38376,4807,"2005-04-21 00:00:00",P,1,18.000,10.00
38376,7107,"2005-06-27 00:00:00",P,1,12.990,4.99
38420,1609,"2005-06-11 00:00:00",P,1,11.000,1.50
38420,3009,"2005-06-02 00:00:00",P,1,11.000,1.50
38420,3509,"2005-07-02 00:00:00",P,1,5.500,-4.00
38420,4007,"2005-07-07 00:00:00",P,1,6.000,-3.50
38420,8409,"2005-03-13 00:00:00",P,1,22.000,12.50
38420,9304,"2005-07-14 00:00:00",P,1,6.000,-3.50
38425,507,"2005-05-20 00:00:00",P,1,16.000,10.00
38438,103,"2005-06-14 00:00:00",P,1,9.990,4.49
38438,4703,"2005-05-17 00:00:00",P,1,9.990,4.49
38438,5403,"2005-06-16 00:00:00",P,1,9.990,4.49
38438,7503,"2005-08-26 00:00:00",P,1,4.900,-0.60
38438,7703,"2005-03-11 00:00:00",P,1,14.000,8.50
38438,9303,"2005-04-10 00:00:00",P,1,14.000,8.50
38482,9103,"2005-05-26 00:00:00",P,1,56.250,30.80
38517,1509,"2005-06-10 00:00:00",P,1,24.000,15.85
38562,5303,"2005-07-25 00:00:00",P,1,17.000,6.12
38562,7907,"2005-07-24 00:00:00",P,1,17.000,6.12
38609,2009,"2005-04-17 00:00:00",P,1,35.000,17.75
38609,2203,"2005-08-04 00:00:00",P,1,26.990,9.74
38609,2207,"2004-12-20 00:00:00",P,1,27.000,9.75
38609,2309,"2005-08-08 00:00:00",P,1,29.990,12.74
38609,2707,"2005-08-19 00:00:00",P,1,27.000,9.75
38609,3702,"2005-02-18 00:00:00",P,1,38.000,20.75
38609,5204,"2005-02-01 00:00:00",P,1,26.990,9.74
38609,5303,"2004-10-15 00:00:00",P,1,35.000,17.75
38609,6902,"2004-12-02 00:00:00",P,1,26.990,9.74
38609,9603,"2004-10-03 00:00:00",P,1,35.000,17.75
38609,9806,"2004-12-12 00:00:00",P,1,27.000,9.75
38631,2607,"2005-07-10 00:00:00",P,1,66.000,38.74
38667,1407,"2005-07-29 00:00:00",P,1,20.990,-1.10
38667,4607,"2005-08-18 00:00:00",P,1,14.750,-7.34
38667,4903,"2005-07-20 00:00:00",P,1,29.990,11.78
38667,6804,"2005-07-10 00:00:00",P,1,29.990,7.90
38667,9609,"2005-06-25 00:00:00",P,1,44.250,22.16
38677,507,"2005-08-10 00:00:00",P,1,21.770,7.52
38679,3407,"2005-02-22 00:00:00",P,1,14.990,8.24
38679,5404,"2005-07-14 00:00:00",P,1,3.500,-2.50
38686,307,"2005-07-18 00:00:00",P,1,24.120,10.94
38686,6109,"2005-08-20 00:00:00",P,1,27.000,13.82
38704,5503,"2005-07-22 00:00:00",P,1,19.500,11.17
38750,2602,"2005-05-07 00:00:00",P,1,72.000,43.00
38778,1502,"2005-05-22 00:00:00",P,1,56.000,33.44
38778,2307,"2005-08-24 00:00:00",P,1,19.600,-2.95
38778,3902,"2005-08-16 00:00:00",P,1,37.520,14.96
38778,4209,"2005-05-25 00:00:00",P,1,56.000,31.75
38778,7704,"2005-07-02 00:00:00",P,1,56.000,34.75
38778,8209,"2005-06-01 00:00:00",P,1,56.000,31.75
38788,1807,"2005-05-30 00:00:00",P,1,54.000,29.50
38788,2209,"2005-05-04 00:00:00",P,1,54.000,29.50
38788,4003,"2005-08-23 00:00:00",P,1,28.350,3.85
38788,4207,"2005-08-24 00:00:00",P,1,18.900,-5.60
38788,7907,"2005-05-15 00:00:00",P,1,54.000,29.50
38819,7904,"2005-08-26 00:00:00",P,1,17.320,-22.28
38949,7702,"2005-03-11 00:00:00",P,1,24.000,14.00
38963,3609,"2005-07-15 00:00:00",P,1,25.000,12.50
38963,5904,"2005-06-07 00:00:00",P,1,25.000,12.50
38963,7107,"2005-07-05 00:00:00",P,1,25.000,12.50
39014,1109,"2005-05-11 00:00:00",P,1,39.500,32.60
39014,5404,"2005-08-22 00:00:00",P,1,29.620,22.72
39135,1702,"2005-03-16 00:00:00",P,1,90.000,51.52
39135,4802,"2005-05-29 00:00:00",P,1,59.990,21.51
39135,4902,"2005-06-17 00:00:00",P,1,22.500,-15.98
39135,7602,"2005-06-17 00:00:00",P,1,22.500,-15.98
39171,102,"2004-10-02 00:00:00",P,1,16.500,6.00
39171,103,"2005-02-26 00:00:00",P,1,16.500,6.00
39171,204,"2004-12-02 00:00:00",P,1,16.500,6.00
39171,204,"2005-04-04 00:00:00",P,1,16.500,6.00
39171,209,"2005-01-06 00:00:00",P,1,16.500,6.00
39171,209,"2005-04-05 00:00:00",P,1,16.500,6.00
39171,302,"2004-12-30 00:00:00",P,1,16.500,6.00
39171,304,"2004-12-08 00:00:00",P,1,16.500,6.00
39171,409,"2004-10-16 00:00:00",P,1,16.500,6.00
39171,502,"2004-10-11 00:00:00",P,1,16.500,6.00
39171,503,"2005-08-24 00:00:00",P,1,17.500,7.00
39171,504,"2005-03-16 00:00:00",P,1,16.500,6.00
39171,709,"2004-10-11 00:00:00",P,1,16.500,6.00
39171,902,"2004-11-19 00:00:00",P,1,16.500,6.00
39171,1004,"2005-03-25 00:00:00",P,1,16.500,6.00
39171,1007,"2005-06-08 00:00:00",P,1,16.500,6.00
39171,1103,"2004-12-30 00:00:00",P,1,16.500,6.00
39171,1104,"2005-04-15 00:00:00",P,1,16.500,6.00
39171,1107,"2005-08-11 00:00:00",P,1,17.500,7.00
39171,1202,"2005-04-08 00:00:00",P,1,16.500,6.00
39171,1202,"2005-05-17 00:00:00",P,1,16.500,6.00
39171,1203,"2005-01-29 00:00:00",P,1,16.500,6.00
39171,1204,"2005-03-21 00:00:00",P,1,16.500,6.00
39171,1207,"2004-11-15 00:00:00",P,1,16.500,6.00
39171,1304,"2004-10-15 00:00:00",P,1,16.500,6.00
39171,1304,"2004-12-11 00:00:00",P,1,16.500,6.00
39171,1304,"2005-04-29 00:00:00",P,1,16.500,6.00
39171,1407,"2005-04-01 00:00:00",P,1,16.500,6.00
39171,1502,"2005-04-13 00:00:00",P,1,16.500,6.00
39171,1502,"2005-04-22 00:00:00",P,1,16.500,6.00
39171,1502,"2005-08-25 00:00:00",P,1,17.500,7.00
39171,1509,"2005-03-02 00:00:00",P,1,16.500,6.00
39171,1602,"2004-09-06 00:00:00",P,1,16.500,6.00
39171,1607,"2004-10-16 00:00:00",P,1,16.500,6.00
39171,1607,"2004-10-19 00:00:00",P,1,16.500,6.00
